inp_claim_count,inp_avg_reimbursed,inp_avg_deductible,inp_avg_claim_duration,inp_avg_los,inp_avg_diag_codes,inp_avg_proc_codes,inp_unique_beneficiaries,inp_unique_physicians_per100,out_claim_count,out_avg_reimbursed,out_avg_deductible,out_avg_claim_duration,out_avg_diag_codes,out_unique_beneficiaries,out_unique_physicians_per100,avg_age,pct_deceased,avg_chronic_conditions,avg_ip_reimbursement,avg_op_reimbursement,inpatient_to_outpatient_ratio,total_claims,Provider
-1.1694118,-0.3467443,0.0,-0.6176035,-0.08807066,-0.18581642,-0.3884323,-0.3791254,-0.05336681,-0.46682563,-0.14156891,0.005719862,-0.24124362,-0.15486301,0.13987507,0.30308017,-0.07528348,-0.2065775,-0.1286719,0.029699916,-0.22833426,-0.12171281,-0.3019842,PRV54730
-0.91221714,-0.34187394,0.0,-0.4541663,-0.06699933,-0.1419016,-0.39525372,-0.29594368,0.03158413,0.19087672,-0.08589233,-0.17287675,-0.10188345,-0.038815815,0.04294716,0.17793289,-0.3831092,-0.58893466,0.007560523,-0.15295419,-0.17017184,-0.0795624,0.60165334,PRV56451
-0.12578623,-0.5629667,0.0,-0.58033884,-0.11990045,0.042714655,-0.23899624,-0.42532024,-0.04129076,-0.41282293,-0.050477486,-0.22622748,-0.1088345,0.043774493,-0.002535645,0.04266053,-0.004141303,-0.052870784,-0.2196966,-0.33067408,-0.35525024,-0.12027691,-0.25926,PRV51605
-0.9015803,-0.31506708,0.0,-0.4874512,-0.06220069,-0.14615792,-0.26669142,-0.3655524,0.04389578,-0.75327075,-0.14815566,-0.1622154,-0.08372333,-0.1989543,0.17502128,0.08844531,-0.18527374,0.36755738,-0.2538057,-0.4257695,-0.025115045,-0.05940023,-0.3998668,PRV57477
-0.9229398,-0.3173821,0.0,-0.4454025,-0.045187872,-0.13113762,-0.18026926,-0.32677194,0.08433324,-0.6064688,-0.17030182,0.65403175,0.03308338,0.22855209,-0.25958657,-0.56476665,-0.23830143,-0.06400214,-0.24036445,-0.37788346,-1.2351723,-0.045967113,-1.060811,PRV54026
-0.890699,-0.35128006,0.0,-0.45350125,-0.040225077,-0.17173904,-0.4156265,-0.34168872,0.07612629,0.009704863,-0.22676788,-0.092765965,-0.067807816,-0.020369753,-0.025534686,0.123167604,-0.27392226,-0.21562265,0.00451028,-0.24426588,-0.27260178,-0.1372306,0.088656284,PRV52487
2.7723126,-0.06028173,0.0,0.15159713,0.018253313,0.03092397,0.22280441,0.44988474,-0.1998087,-0.16918397,-0.06915905,0.054159578,-0.34196636,-0.081684574,0.19898649,0.03815602,-0.1452625,-0.057924833,-0.119235605,-0.10917987,-0.27383226,0.26551354,0.09431599,PRV57310
-0.6773048,-0.37404016,0.0,-0.3191481,-0.029475948,-0.2000533,-0.33833733,-0.26600507,-0.036119588,0.59933496,-0.17674115,-0.17101368,-0.12200833,-0.0994765,-0.94163096,-0.012634466,0.11396637,0.5734329,-0.13646406,-0.06428696,-0.47071204,-0.10491719,0.7296157,PRV53672
-0.99194646,-0.31709144,0.0,-0.60555184,-0.07531002,-0.18008472,-0.34003982,-0.41906348,0.05198935,-0.44772643,-0.09374191,-0.2863922,-0.22019114,-0.32834536,-0.019284515,-0.044355642,-0.07131794,-0.2834241,-0.18701372,-0.1091608,-0.26137456,-0.14481832,-0.42526206,PRV55876
-0.02686403,0.6564431,0.0,-0.18934494,-0.11735863,0.029344251,0.026877064,0.41542807,-0.2234095,0.05471732,-0.060504265,0.007628614,-0.032248694,-0.10253975,-0.04213041,0.022463785,-0.08592527,-0.15909868,-0.11438966,-0.11889582,-0.18570563,-0.052116305,0.20282352,PRV53872
-1.0875583,-0.102525175,0.0,-0.8946375,-0.14132576,-0.29621068,-0.3061201,-0.42505333,-0.41357854,-0.6098821,0.051198862,-0.1544302,0.03947602,-0.17151923,-0.040872067,-0.5564498,-0.7384234,-0.11766005,-0.36902428,-0.19815204,-0.09167266,-0.18766299,-0.91998816,PRV57115
0.47311413,0.62085634,0.0,0.012369253,-0.015667066,0.040969554,-0.081924565,0.56631815,-0.31625322,-0.2401376,-0.048552062,0.04197228,-0.22536196,-0.09421152,0.0016264283,-0.32788283,0.018637707,-0.07628651,-0.14388835,-0.091451354,-0.37406698,0.14838943,-0.23149548,PRV57340
1.0082729,-0.8977635,0.0,0.13038976,0.04645145,-0.1606877,-0.09136595,0.6571548,-0.032671735,-0.15061083,-0.1405304,-0.023997359,-0.30327123,-0.14448681,-0.020767255,0.039350677,0.06694602,-0.077225275,-0.006706889,0.03487928,-0.032192092,-0.37522727,-0.30053496,PRV55662
-1.0646838,-0.42322326,0.0,-0.5069151,-0.08355124,-0.19842538,-0.25127396,-0.43053848,0.014751928,-0.49397117,-0.10917652,-0.3053201,-0.12296647,-0.42164952,-0.15210174,-0.66078824,-0.42891,-0.18860257,-0.56446517,-1.0182515,0.05642696,-0.06965813,-0.96735567,PRV56699
-0.9916244,-0.27067372,0.0,-0.5935698,-0.0699406,-0.2101894,-0.42881727,-0.38886032,0.014129408,-0.42811143,-0.13800262,-0.30494288,0.0009751993,-0.18724193,0.24677354,-0.11901682,-0.3176276,-0.2233396,-0.14156906,-0.054797035,0.21396317,-0.10240145,-0.3642162,PRV51012
0.7685185,-0.42853802,0.0,-0.8654751,-0.14978519,0.09876991,0.08275033,0.5513483,0.04780387,-0.27135915,-0.13453482,-0.2553287,-0.09657739,0.031740602,0.07472311,-0.026078884,0.132181,-0.06732252,-0.015251078,-0.14880076,-0.29296133,0.12374795,-0.2059015,PRV55381
-0.58580506,-0.54832524,0.0,0.3200541,0.1441186,-0.5517354,0.09491775,-0.28380278,-0.022271145,-0.3251697,-0.194376,-0.16523805,-0.13485177,-0.18057741,-0.11881079,-0.027176334,0.06110603,-0.107186824,-0.108158216,-0.08949194,-1.4298493,0.018525548,-1.2028979,PRV53599
0.07207524,-0.5154552,0.0,-0.48510578,-0.053128254,-0.056273133,0.1140824,-0.41451085,0.09234838,-0.2740177,-0.13053885,-0.100660734,-0.12529889,-0.22479253,0.012814135,0.04950187,-0.24470186,-0.17930783,-0.12683167,0.116235554,0.07809646,-0.11166428,-0.23430997,PRV53972
-0.8888357,-0.2593088,0.0,-0.48266324,-0.043629855,-0.16639626,-0.4642117,-0.3816476,0.066445336,-0.070741914,-0.15124957,-0.15056036,0.16772822,-0.27534184,-0.15217608,0.1329477,0.0328729,-0.28247395,-0.14764018,-0.5188871,-0.20316583,-0.10042558,0.026472097,PRV51661
-0.19878326,-0.21352163,0.0,-0.6292691,-0.12570195,-0.104595765,0.18012808,0.3867448,0.04697347,-0.29878998,-0.17570607,-0.09733452,-0.06371225,-0.0776487,-0.024402954,0.041554607,-0.2582188,-0.06755798,0.06184376,0.053458266,-0.15025528,0.012254577,-0.8381252,PRV56519
-0.35518432,0.48107997,0.0,-1.0062435,-0.26338893,-0.03411706,-0.091908075,0.19238292,-0.27148226,-0.4177216,-0.1226709,-0.09961648,-0.12130865,-0.36500603,-0.06371182,0.096377544,-0.251323,0.3738643,0.2203795,0.39832845,-0.89641935,0.035650454,-0.6809891,PRV52457
-1.0111057,-0.38439748,0.0,-0.52920556,-0.113682985,-0.1663446,-0.27004096,-0.42150766,-0.03511443,-0.5089427,-0.13093816,-0.26707515,0.054744292,-0.546111,-0.11711218,-0.7834245,-0.1331506,-0.17249233,-0.11975986,-0.9711292,-0.33444625,-0.15264289,-1.0593401,PRV55329
-1.1151515,-0.42535812,0.0,-0.6034338,-0.20814289,-0.18440214,-0.42098325,-0.48083204,0.039548445,-0.60463387,-0.026892655,-0.34239048,-0.07816411,-0.44704682,-0.120580636,-0.29299745,-0.60310316,-0.23140168,-0.15154149,-0.84437305,-0.3863987,-0.17847314,-0.8628114,PRV54672
-1.0967984,-0.26441714,0.0,-0.58760357,-0.07037387,-0.1733625,-0.33757055,-0.4370838,0.051332153,-0.5027472,-0.056416195,-0.046967603,-0.08741835,0.09954646,0.14780818,0.028821407,-0.29440185,-0.15243556,-0.14352857,-0.065960236,-0.24177743,-0.16434118,-0.40106797,PRV53362
-1.0312828,-0.30202016,0.0,-0.61337054,-0.21042609,-0.19496192,-0.30775067,-0.44535944,-0.022747982,-0.4479577,-0.1472615,-0.087794214,0.09437683,-0.37976524,-0.07635806,-0.6892188,-0.5532059,-0.21541479,-0.24630925,-0.04665938,-0.36894572,-0.1939338,-1.0019999,PRV53501
-0.32753766,-0.22229268,0.0,-0.30909604,-0.040030487,-0.15900129,-0.24043712,-0.049222983,-0.0030554892,3.2038462,-0.08511798,-0.1145173,-0.02624772,-0.1953122,-0.2020335,0.030353488,0.12779036,-0.19766687,-0.13262025,-0.08328641,0.27564976,-0.036139876,3.2750225,PRV56689
-0.9220823,-0.24322376,0.0,-0.5232239,-0.022560867,-0.1887303,-0.33044618,-0.4416845,0.028715651,-0.42565286,-0.29029253,-0.13706882,0.14000027,0.13586329,0.16028965,-0.04805819,-0.2448602,-0.12727422,-0.17673917,-0.26545677,0.12928635,-0.1495262,-0.37586075,PRV53553
-0.9852547,-0.35676956,0.0,-0.46904695,-0.078378275,-0.16253708,-0.3502125,-0.3381233,0.039799765,-0.108719915,-0.15601681,-0.21770583,-0.41825724,-0.1700454,-0.094768025,0.062763974,-0.3360086,-0.30726048,-0.13063796,-0.46667325,-0.07290758,-0.059773564,0.056716263,PRV57603
-0.8920255,-0.40127993,0.0,-0.55675745,-0.073747,-0.20122693,-0.15723619,-0.42108572,0.07097673,-0.5219165,0.06888153,-0.11216784,-0.108260915,-0.17827849,0.0781243,0.19051296,-0.11614254,0.4592272,-0.15377414,-0.60417616,-0.44720417,-0.054929882,-0.36855018,PRV55070
0.35092074,0.7994356,0.0,-1.0801607,-0.3213346,-0.19106169,-0.40206712,0.36317223,-0.0842086,0.029505575,-0.10826084,-0.109370075,-0.03085082,0.010415106,0.14829259,0.07284657,-0.35068533,0.24863233,-0.21243934,-0.14084293,-0.17986917,-0.15718205,0.25934237,PRV55850
-0.34461236,-0.29354993,0.0,-0.34343767,-0.03664829,-0.15917604,-0.2837571,-0.050822098,-0.005054695,3.116429,0.02368661,-0.13610345,-0.18376034,0.008133624,-0.21554844,0.18718943,0.1342363,-0.25851956,-0.25716984,-0.14248936,-0.23465993,-0.05105926,3.1695778,PRV53797
-1.0262048,-0.3869505,0.0,-0.61347353,-0.13904671,-0.14240986,-0.30543625,-0.39483428,0.047929972,-0.6284298,-0.088897735,-0.49068856,0.22244243,-0.056833006,-0.16213608,-0.11348242,-0.4297352,-0.1266396,-0.1744062,-0.75104326,-0.74872196,-0.08162475,-1.2653315,PRV52206
-0.12030588,-0.22108279,0.0,-0.3928124,0.037604876,-0.024311474,-0.5920418,-0.32198924,-0.24859326,-0.3300403,-0.083105415,0.07023399,-0.20963755,-0.025344647,0.12515521,-0.79025483,-0.088398896,-0.07935476,-0.23846573,-0.0043924004,-0.046645988,-0.17550154,-0.31237954,PRV52480
-0.93446434,-0.27598244,0.0,-0.4367381,-0.015153382,-0.18478948,-0.37001538,-0.2158077,-0.05325979,-0.0050738696,-0.09269616,-0.23627725,-0.08007419,0.17857291,0.6185711,-0.0164349,-0.03578867,-0.13550292,0.03723307,-0.3115013,-0.0065686465,-0.104196995,0.1108044,PRV54269
1.1477622,-0.2663892,0.0,-0.7040152,-0.045916647,0.012754794,0.0855128,0.50735146,-0.26551506,-0.29856858,-0.0774133,-0.106006004,-0.14605938,-0.1804582,-0.07571309,-0.09190334,0.097739905,-0.048950102,-0.12868547,-0.032308765,-0.41047266,-0.10313971,0.09569995,PRV55189
-1.112484,-0.35576776,0.0,-0.5090244,-0.16271861,-0.19747171,-0.2932184,-0.4490439,0.04530138,-0.46636018,0.12455652,-0.29755154,0.043087482,-0.46393776,-0.17828529,-0.107144274,-0.6909873,-0.34096795,-0.13563734,-0.65024817,0.09038055,-0.096001096,-0.8328635,PRV54012
-1.0088255,-0.3846942,0.0,-0.5732132,-0.21258333,-0.17458458,-0.3136907,-0.47848466,0.04453241,-0.64887625,-0.1448516,-0.19919552,0.02429058,-0.082138546,-0.12518801,-0.8388274,-0.6347188,-0.13333315,-0.31923923,-0.48040438,0.12989677,-0.15049581,-1.1267933,PRV51896
-0.96884096,-0.31278703,0.0,-0.5779325,-0.04919189,-0.15061846,-0.41164556,-0.42059454,0.0055607557,-0.45886868,0.026074573,-0.27830523,-0.14591825,-0.042568963,0.17550264,0.019030798,-0.119306915,-0.15092532,-0.1667792,-0.21083608,-0.12874672,-0.09582625,-0.34368667,PRV55318
-0.89074343,-0.36483446,0.0,-0.43652728,-0.067996904,-0.20996556,-0.18777497,-0.37140095,0.10725579,-0.65395206,0.021037055,0.028603207,-0.11670673,-0.020951206,0.11732016,0.19242984,-0.55377144,0.6543619,-0.08281892,-0.36049488,0.35323113,-0.058359288,-0.49629244,PRV55875
-0.31176123,-0.28985438,0.0,-0.32744053,-0.028756728,-0.17151521,-0.24811222,-0.05212213,-0.005174798,3.09533,-0.14760333,-0.016313434,-0.06475453,-0.013178795,-0.21739425,0.17243691,0.088712454,-0.272649,-0.22394845,-0.26039535,-0.17245117,-0.04867374,3.2738323,PRV51567
-1.0391995,-0.323186,0.0,-0.59115267,-0.08567151,-0.19917911,-0.33161688,-0.41021857,0.041468315,-0.49175933,-0.06552542,-0.20610392,-0.16604565,-0.27681816,0.11260514,-0.05028411,-0.29587433,-0.263853,-0.21255879,-0.48211804,-0.33589903,-0.124595545,-0.4016259,PRV57239
-0.8293308,-0.16592507,0.0,-0.48015392,-0.057005342,-0.14979984,-0.22255243,-0.3568228,0.089167625,-0.40924895,-0.0022537424,0.23274295,-0.17233871,0.22802575,0.37854078,-0.042180553,-0.11587083,-0.018359402,-0.22524352,0.02088581,-0.020255456,-0.14317468,-0.42142484,PRV57351
-1.0077411,0.042037882,0.0,-0.7502485,-0.14329849,-0.32967305,-0.31269404,-0.42049265,-0.4254064,-0.6305304,-0.013762293,0.21468736,-0.16274628,-0.57419556,-0.16167365,-0.080623336,-0.4524194,-0.08509793,-0.35208592,-0.50522465,-0.27150607,-0.11858029,-0.47506312,PRV55699
-1.0403461,-0.4913578,0.0,-0.49476683,-0.089723624,-0.19147816,-0.24532863,-0.34673658,-0.007851243,-0.5285755,-0.22156449,-0.38792068,-0.1282557,-0.05007839,-0.13623534,0.034673773,-0.46839848,-0.21644814,-0.31791174,-0.8586772,-0.8646611,-0.045757722,-1.0320497,PRV57747
-0.13583525,0.24802372,0.0,-0.95514756,-0.19254035,-0.010245283,-0.7961586,-0.4432938,-0.51929855,-0.50045985,-0.036849596,-0.04401881,-0.35416648,-0.20123185,0.077572666,-0.42540976,-0.051856115,-0.09994951,-0.07933017,-0.191924,-0.23370112,-0.37207213,-0.46448067,PRV53963
-0.6200436,-0.48442578,0.0,-0.5971256,-0.0630109,-0.09597059,-0.6489813,-0.35877398,-0.869241,-0.47925994,-0.22065389,-0.1357572,-0.16171025,-0.073557466,0.083945535,-0.2087021,-0.025880618,-0.0077026878,-0.09370915,-0.54241484,0.25674942,-0.17347124,-0.32000268,PRV52921
-0.14563103,-0.46648446,0.0,-0.8264848,-0.15423566,-0.12545606,-0.0350521,0.25335082,-0.35878932,-0.27654615,-0.2617508,-0.023339983,-0.01148126,0.0074355723,-0.0042426586,-0.77840775,0.023339495,-0.059747193,-0.16592371,-0.25982034,-0.39124137,-0.040288534,-0.40423262,PRV55944
-0.90834373,-0.36665216,0.0,-0.509027,-0.060472433,-0.2584932,-0.33233616,-0.32569888,0.0040555433,-0.49923083,-0.09992932,-0.095622346,0.1524227,-0.15274952,0.14339611,-0.80277705,-0.5752428,0.36326876,-0.20601542,-0.6387535,-0.3163077,-0.090824224,-0.36483064,PRV52598
-1.004675,-0.31128472,0.0,-0.5350747,-0.0702151,-0.19799046,-0.2119167,-0.37702766,-0.02855651,-0.55280966,-0.053439897,-0.14697042,0.038741603,-0.15538092,-0.094111495,-0.6173895,-0.68565327,-0.1240331,-0.18428625,-0.25105914,0.04906098,-0.06675298,-0.95034564,PRV54701
0.3225286,-0.036472008,0.0,-0.67230517,-0.20406525,-0.050659887,-0.23064858,0.48955518,-0.5180906,-0.0916832,0.033721037,0.064072534,0.059412964,-0.18710366,-0.20287114,-0.6498011,-0.18745634,-0.031906325,-0.045758024,-0.093497165,-0.29651567,-0.37049904,0.021998258,PRV57331
-0.95802563,-0.3265806,0.0,-0.6510551,-0.15926988,-0.16887015,-0.3121198,-0.42152217,0.022434132,-0.52006036,0.076931216,-0.5637413,0.091394834,-0.103156686,-0.1317727,-0.88937724,0.22723784,-0.12200496,-0.2483917,-0.81129783,-0.23259409,-0.09230496,-0.8362268,PRV55862
0.84002864,0.5349333,0.0,-0.2894025,-0.16625893,-0.020356223,0.07563442,0.5048007,-0.049406454,0.50342894,-0.028486151,-0.09511676,-0.06932475,-0.045960877,-0.28221026,0.15643995,-0.0648897,-0.12690298,-0.10325851,-0.053378794,-0.19467323,-0.18339732,1.1009667,PRV52842
0.44334573,-0.7085783,0.0,-0.056566168,-0.13833538,-0.30208516,-0.03562171,0.43079177,0.25249317,-0.22290759,-0.086851135,-0.119510025,-0.088334054,-0.2366036,-0.11424678,0.014508641,0.008520245,-0.2049178,-0.08201569,-0.0943706,-0.30615965,-0.1429388,0.103930324,PRV56591
-0.9705909,-0.28959307,0.0,-0.5626713,-0.12070034,-0.15999936,-0.33542135,-0.42716312,0.021346282,-0.5770314,-0.061519556,-0.38656017,-0.44143087,0.24188922,0.17140281,-0.064081095,0.027752616,-0.15288274,-0.042692848,-0.6521446,-0.4942998,-0.12413119,-0.39579475,PRV56894
-0.9234211,-0.3722185,0.0,-0.40888542,-0.077077344,-0.21158108,-0.3435734,-0.35974786,0.007532364,-0.092741154,-0.1129297,-0.19554962,-0.06705296,-0.049978834,0.09516169,-0.028448027,-0.38477007,-0.29268557,-0.27480477,-0.30147538,0.38309044,-0.048370287,0.09064449,PRV55974
1.3054559,0.4028412,0.0,0.12579727,0.07240541,0.08779567,0.14820775,0.7085155,0.06721665,-0.32981378,-0.5541385,0.019859947,0.14796506,0.0011306684,0.0075392667,0.023897793,-0.038536828,-0.09228309,0.015634106,0.30899733,-0.33695725,0.32277808,-0.39231032,PRV55443
1.3308092,-0.2728505,0.0,-0.1199448,0.0045690536,-0.085880525,-0.02670481,0.7141223,0.10686069,-0.1738477,-0.050674863,0.03283523,-0.068231195,-0.079021476,0.11199103,-0.2699326,-0.048843093,-0.098694734,-0.10960636,-0.027736017,-0.38844576,0.19535752,-0.1531219,PRV53787
-1.0887483,-0.415047,0.0,-0.51337445,-0.08704543,-0.146248,-0.26031488,-0.34943327,0.023911323,-0.48367894,-0.16292763,-0.022566501,0.075089335,-0.010468418,-0.02009538,0.03750929,-0.08338843,-0.21173665,-0.23810898,0.11039975,-0.87256277,-0.07397933,-0.796544,PRV54027
2.694966,-0.21111502,0.0,0.02729398,0.02051001,-0.10418321,0.2628278,-0.08067902,-0.3428753,0.14487386,-0.009057684,-0.15374972,0.02260721,-0.1202729,-0.36364087,-0.07822824,-0.20208535,-0.10016748,-0.10309356,-0.075855136,-0.3747888,0.01768727,0.7879154,PRV55978
-1.0126097,-0.3812179,0.0,-0.53360164,-0.1131649,-0.13701946,-0.29167247,-0.38810194,0.005518935,-0.68788457,-0.13842285,-0.25319573,-0.007886013,-0.39933786,-0.2611389,-0.73498875,-0.42911774,-0.14263329,-0.2110921,-0.6681748,-0.342368,-0.1412363,-1.1145651,PRV54436
-1.1221541,-0.35347354,0.0,-0.59212226,-0.07739551,-0.19005173,-0.40411627,-0.40565646,0.032090556,-0.53746545,-0.09763994,-0.3067142,-0.2152252,-0.53614587,-0.055776417,0.047127068,-0.011949727,-0.23140885,-0.10945438,-0.8793119,-0.22569881,-0.062542155,-0.50383985,PRV55608
