Provider,Fraud,inp_claim_count,inp_avg_reimbursed,inp_avg_deductible,inp_avg_claim_duration,inp_avg_los,inp_avg_diag_codes,inp_avg_proc_codes,inp_unique_beneficiaries,inp_unique_physicians_per100,out_claim_count,out_avg_reimbursed,out_avg_deductible,out_avg_claim_duration,out_avg_diag_codes,out_unique_beneficiaries,out_unique_physicians_per100,avg_age,pct_deceased,avg_chronic_conditions,avg_ip_reimbursement,avg_op_reimbursement,inpatient_to_outpatient_ratio,total_claims
PRV51023,0,9.0,6000.0,1068.0,3.5555555555555554,3.5555555555555554,8.0,0.5555555555555556,9.0,44.44444444444444,27.0,430.0,2.962962962962963,3.7037037037037037,3.4074074074074074,27.0,37.03703703703704,72.82041654444119,0.0,4.428571428571429,5358.0,2529.714285714286,0.32142857142857145,36.0
PRV51024,0,9.0,6777.777777777777,1068.0,4.333333333333333,4.333333333333333,7.111111111111111,0.7777777777777778,9.0,11.11111111111111,30.0,101.66666666666667,3.0,0.8333333333333334,2.433333333333333,29.0,40.0,68.24914442162901,0.0,4.7631578947368425,4686.8421052631575,1993.9473684210527,0.2903225806451613,39.0
PRV51025,0,13.0,6615.384615384615,1068.0,7.0,7.0,7.769230769230769,0.9230769230769231,12.0,15.384615384615385,74.0,437.1621621621622,5.405405405405405,1.3243243243243243,2.9594594594594597,66.0,45.94594594594595,73.72870060160669,0.0,4.328947368421052,3968.2894736842104,2224.342105263158,0.17333333333333334,87.0
PRV51026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,261.05263157894734,4.473684210526316,1.0921052631578947,2.4078947368421053,56.0,38.15789473684211,69.46621687689449,0.017857142857142856,4.053571428571429,4057.6785714285716,1787.857142857143,0.0,76.0
PRV51027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,563.0188679245283,0.0,2.1320754716981134,2.4716981132075473,44.0,18.867924528301888,72.2258726899384,0.022727272727272728,4.659090909090909,4899.318181818182,3208.8636363636365,0.0,53.0
PRV51029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,329.6774193548387,1.7204301075268817,0.6989247311827957,2.838709677419355,79.0,40.86021505376344,71.38450341798145,0.012658227848101266,3.7721518987341773,3116.4556962025317,1668.4810126582279,0.0,93.0
PRV51030,0,82.0,8604.878048780487,1068.0,4.621951219512195,4.621951219512195,8.097560975609756,0.6951219512195121,71.0,1.2195121951219512,89.0,383.82022471910113,2.696629213483146,1.8876404494382022,2.438202247191011,78.0,50.56179775280899,71.78006561401024,0.013793103448275862,4.696551724137931,6787.310344827586,2338.0,0.9111111111111111,171.0
PRV51031,0,28.0,11750.0,1068.0,5.535714285714286,5.535714285714286,8.392857142857142,0.8928571428571429,26.0,7.142857142857142,157.0,195.6687898089172,2.1656050955414012,1.3694267515923566,2.464968152866242,135.0,36.94267515923567,73.00498306281798,0.006369426751592357,4.821656050955414,5933.4394904458595,1870.1910828025477,0.17721518987341772,185.0
PRV51032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,235.65217391304347,2.1739130434782608,0.9130434782608695,2.347826086956522,21.0,43.47826086956522,70.98438773182099,0.047619047619047616,4.571428571428571,8060.952380952381,1400.0,0.0,23.0
PRV51035,0,1.0,29000.0,1068.0,14.0,14.0,9.0,1.0,1.0,100.0,29.0,122.75862068965517,12.413793103448276,1.8620689655172413,2.1724137931034484,24.0,58.620689655172406,75.17426420260097,0.0,4.64,3342.4,1382.4,0.03333333333333333,30.0
PRV51036,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,269.3525179856115,5.071942446043166,1.0503597122302157,2.615107913669065,131.0,1.7985611510791366,72.11521962892718,0.0,3.877862595419847,4890.839694656489,1415.1145038167938,0.0,278.0
PRV51037,1,23.0,9304.347826086956,1068.0,4.521739130434782,4.565217391304348,8.043478260869565,0.5652173913043478,21.0,4.3478260869565215,431.0,297.51740139211137,2.2273781902552203,1.3735498839907192,2.7169373549883993,202.0,0.46403712296983757,71.98292165892492,0.014563106796116505,4.145631067961165,3398.3980582524273,1440.6796116504854,0.05324074074074074,454.0
PRV51038,0,30.0,7653.333333333333,1068.0,4.033333333333333,4.033333333333333,7.3,0.5,26.0,6.666666666666667,111.0,323.3333333333333,1.981981981981982,1.1711711711711712,2.2432432432432434,83.0,38.73873873873874,71.41338348461878,0.009345794392523364,4.672897196261682,5329.719626168225,1824.392523364486,0.26785714285714285,141.0
PRV51040,0,9.0,7000.0,1068.0,10.555555555555555,10.555555555555555,7.777777777777778,0.7777777777777778,8.0,44.44444444444444,77.0,148.96103896103895,3.116883116883117,0.6233766233766234,2.948051948051948,62.0,16.883116883116884,71.52587566586317,0.014492753623188406,4.086956521739131,7824.927536231884,2255.217391304348,0.11538461538461539,86.0
PRV51041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,217.94117647058823,7.9411764705882355,2.3529411764705883,2.5294117647058822,31.0,26.47058823529412,70.39844560729505,0.0,4.032258064516129,1506.4516129032259,2292.2580645161293,0.0,34.0
PRV51042,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,338.38028169014086,2.183098591549296,1.232394366197183,2.4859154929577465,128.0,36.61971830985916,73.51255561259411,0.0,3.96875,4862.109375,2450.15625,0.0,142.0
PRV51043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,194.7826086956522,0.0,0.0,1.9130434782608696,20.0,26.08695652173913,73.23367556468172,0.0,4.4,2987.5,1670.0,0.0,23.0
PRV51044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,361.52542372881356,2.2033898305084745,2.152542372881356,2.389830508474576,39.0,1.694915254237288,70.28884325804243,0.0,4.230769230769231,2498.974358974359,2469.74358974359,0.0,59.0
PRV51045,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,270.64516129032256,1.2903225806451613,2.2580645161290325,2.6451612903225805,29.0,51.61290322580645,71.90908447213765,0.0,4.275862068965517,3965.1724137931033,2008.2758620689656,0.0,31.0
PRV51046,0,8.0,12625.0,1068.0,4.5,4.5,8.0,0.625,7.0,12.5,30.0,279.0,3.3333333333333335,0.8666666666666667,2.2666666666666666,19.0,16.666666666666664,71.49118096140684,0.0,4.653846153846154,7563.846153846154,2120.3846153846152,0.25806451612903225,38.0
PRV51047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,230.0,0.0,3.090909090909091,2.0,11.0,90.9090909090909,71.00068446269678,0.0,3.909090909090909,4106.363636363636,1662.7272727272727,0.0,11.0
PRV51048,0,4.0,4750.0,1068.0,4.75,4.75,8.5,0.75,4.0,100.0,34.0,255.88235294117646,2.3529411764705883,0.11764705882352941,2.2941176470588234,30.0,32.35294117647059,71.69244809491215,0.0,4.909090909090909,4500.0,2199.6969696969695,0.11428571428571428,38.0
PRV51049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,305.9154929577465,2.676056338028169,1.7887323943661972,2.5774647887323945,65.0,49.29577464788733,70.52623598167747,0.0,4.415384615384616,2365.5384615384614,3096.769230769231,0.0,71.0
PRV51052,1,2.0,7000.0,1068.0,9.0,9.0,8.5,0.5,2.0,100.0,44.0,381.8181818181818,4.7727272727272725,1.9772727272727273,3.0454545454545454,36.0,36.36363636363637,70.77018702480714,0.0,4.135135135135135,2969.189189189189,1958.6486486486488,0.044444444444444446,46.0
PRV51053,0,1.0,8000.0,1068.0,5.0,5.0,9.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.58590006844626,0.0,4.0,8000.0,90.0,1.0,1.0
PRV51054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,265.43859649122805,2.456140350877193,2.3508771929824563,2.491228070175439,40.0,5.263157894736842,70.90924024640657,0.0,3.575,2650.0,2127.25,0.0,57.0
PRV51055,0,2.0,8350.0,1068.0,5.5,5.5,9.0,1.0,2.0,50.0,20.0,247.0,3.5,0.1,3.1,20.0,25.0,69.25057557090412,0.0,4.681818181818182,5162.272727272727,1344.090909090909,0.09523809523809523,22.0
PRV51056,0,2.0,4000.0,1068.0,3.0,3.0,7.5,1.0,2.0,50.0,20.0,335.0,0.5,0.5,2.35,19.0,25.0,77.0487272253186,0.0,5.428571428571429,6648.0952380952385,3413.3333333333335,0.09523809523809523,22.0
PRV51057,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1366.0,0.0,0.0,4.0,4.0,20.0,78.95824777549623,0.0,3.0,15000.0,3370.0,0.0,5.0
PRV51058,0,5.0,18200.0,1068.0,7.4,7.4,8.4,1.0,5.0,100.0,78.0,205.51282051282053,2.5641025641025643,0.9102564102564102,2.9743589743589745,71.0,37.17948717948718,73.60255532740133,0.0,4.48,4820.133333333333,1940.2666666666667,0.06329113924050633,83.0
PRV51059,1,25.0,16040.0,1068.0,6.88,6.88,8.88,0.96,23.0,48.0,71.0,282.53521126760563,3.380281690140845,0.9295774647887324,2.3943661971830985,60.0,29.577464788732392,73.87676332615483,0.0,4.024390243902439,10835.975609756097,1778.0487804878048,0.3472222222222222,96.0
PRV51060,0,5.0,7000.0,1068.0,4.8,4.8,8.4,0.0,5.0,100.0,37.0,235.40540540540542,0.0,1.972972972972973,2.72972972972973,37.0,64.86486486486487,71.89328900622534,0.0,4.523809523809524,3784.285714285714,1463.5714285714287,0.13157894736842105,42.0
PRV51061,0,1.0,3000.0,1068.0,8.0,8.0,7.0,2.0,1.0,100.0,144.0,360.69444444444446,1.8055555555555556,2.3541666666666665,2.5208333333333335,66.0,4.166666666666666,74.7665777886747,0.0,4.044776119402985,4675.522388059701,2525.9701492537315,0.006896551724137931,145.0
PRV51062,0,3.0,15000.0,1068.0,4.333333333333333,4.333333333333333,9.0,1.6666666666666667,3.0,100.0,394.0,275.0761421319797,1.8781725888324874,1.5761421319796953,2.697969543147208,164.0,0.7614213197969544,72.22940220842302,0.0,4.0,4204.096385542169,1917.6506024096386,0.007594936708860759,397.0
PRV51063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,343.02013422818794,1.0738255033557047,1.610738255033557,2.51006711409396,115.0,2.013422818791946,69.64873374401095,0.008695652173913044,4.426086956521739,3849.304347826087,2977.391304347826,0.0,149.0
PRV51064,1,36.0,7777.777777777777,1068.0,5.305555555555555,5.305555555555555,7.833333333333333,0.7222222222222222,34.0,77.77777777777779,267.0,300.8239700374532,1.8726591760299625,1.4981273408239701,2.7790262172284645,198.0,36.329588014981276,73.16856778442138,0.004405286343612335,4.52863436123348,5236.1233480176215,2001.9823788546255,0.13432835820895522,303.0
PRV51065,0,10.0,7500.0,1068.0,5.6,5.6,8.9,0.9,10.0,30.0,18.0,87.22222222222223,6.111111111111111,1.4444444444444444,2.7777777777777777,16.0,38.88888888888889,75.9531406307587,0.0,4.615384615384615,6088.076923076923,1683.4615384615386,0.5263157894736842,28.0
PRV51066,0,2.0,9500.0,1068.0,2.0,2.0,7.5,1.0,2.0,100.0,22.0,263.1818181818182,4.545454545454546,1.0,2.8181818181818183,19.0,27.27272727272727,69.00035852807926,0.047619047619047616,3.8095238095238093,5714.285714285715,1204.7619047619048,0.08695652173913043,24.0
PRV51067,1,12.0,27166.666666666668,1068.0,6.583333333333333,6.583333333333333,8.916666666666666,1.0833333333333333,11.0,50.0,46.0,185.2173913043478,6.086956521739131,1.1956521739130435,2.652173913043478,39.0,41.30434782608695,68.23260556789451,0.0,4.224489795918367,11150.204081632653,1770.204081632653,0.2553191489361702,58.0
PRV51068,0,9.0,8555.555555555555,1068.0,3.0,3.0,7.777777777777778,0.3333333333333333,9.0,88.88888888888889,252.0,262.93650793650795,1.746031746031746,1.3174603174603174,2.7182539682539684,206.0,29.365079365079367,70.42537757393157,0.014018691588785047,4.154205607476635,2744.7196261682243,1724.4392523364486,0.03557312252964427,261.0
PRV51070,0,10.0,10100.0,1068.0,4.1,4.1,7.7,0.6,10.0,100.0,89.0,274.2696629213483,3.3707865168539324,1.6629213483146068,2.4831460674157304,61.0,40.44943820224719,71.18320784850559,0.0,4.072463768115942,4296.086956521739,2351.159420289855,0.1111111111111111,99.0
PRV51071,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,356.25,2.0833333333333335,2.0833333333333335,2.625,24.0,45.83333333333333,68.90702715035364,0.0,4.875,4195.833333333333,2279.1666666666665,0.0,24.0
PRV51072,0,12.0,6000.0,1068.0,4.25,4.25,8.833333333333334,0.5,12.0,83.33333333333334,200.0,235.85,2.15,1.375,2.81,150.0,21.0,71.351916495551,0.025,4.40625,4419.1875,2065.25,0.05970149253731343,212.0
PRV51074,0,5.0,6200.0,1068.0,2.6,2.6,8.2,0.2,5.0,80.0,34.0,299.11764705882354,2.3529411764705883,1.7941176470588236,3.0294117647058822,34.0,32.35294117647059,73.43659944891978,0.0,4.615384615384615,5348.717948717948,1971.7948717948718,0.14285714285714285,39.0
PRV51075,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,502.94117647058823,4.117647058823529,1.1764705882352942,2.3529411764705883,13.0,23.52941176470588,75.4629600379087,0.0,4.615384615384615,3203.846153846154,2197.6923076923076,0.0,17.0
PRV51076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,352.7586206896552,1.7241379310344827,1.1724137931034482,2.5172413793103448,27.0,27.586206896551722,76.03751869597181,0.037037037037037035,4.888888888888889,4973.7037037037035,2139.6296296296296,0.0,29.0
PRV51077,1,16.0,12437.5,1068.0,5.9375,5.9375,7.9375,0.5,13.0,6.25,17.0,314.70588235294116,11.764705882352942,2.5294117647058822,2.3529411764705883,17.0,58.82352941176471,71.69573351585672,0.0,5.466666666666667,8792.0,2517.6666666666665,0.8888888888888888,33.0
PRV51078,0,9.0,8444.444444444445,1068.0,6.666666666666667,6.666666666666667,8.88888888888889,0.8888888888888888,9.0,33.33333333333333,14.0,162.14285714285714,7.142857142857143,0.07142857142857142,2.357142857142857,14.0,71.42857142857143,71.14233848168318,0.0,4.217391304347826,4907.391304347826,952.6086956521739,0.6,23.0
PRV51081,0,6.0,13166.666666666666,1068.0,6.0,6.0,8.333333333333334,1.5,6.0,16.666666666666664,194.0,232.37113402061857,3.917525773195876,1.4845360824742269,2.8762886597938144,125.0,1.0309278350515463,71.29729193117753,0.007633587786259542,4.480916030534351,5272.137404580153,2129.389312977099,0.03076923076923077,200.0
PRV51082,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,160.88235294117646,2.0588235294117645,1.1764705882352942,2.588235294117647,31.0,26.47058823529412,72.6540813848226,0.0,3.935483870967742,7421.935483870968,5438.709677419355,0.0,34.0
PRV51083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,201.11111111111111,1.5555555555555556,1.3777777777777778,2.577777777777778,81.0,20.0,74.66007554440135,0.0,4.604938271604938,3913.0864197530864,2032.3456790123457,0.0,90.0
PRV51084,1,20.0,9550.0,1068.0,5.65,5.65,8.4,0.7,19.0,70.0,90.0,273.1111111111111,5.888888888888889,0.7888888888888889,2.2111111111111112,67.0,27.77777777777778,72.58673752868704,0.0,4.447058823529412,5558.588235294118,1388.0,0.21978021978021978,110.0
PRV51086,0,31.0,13322.58064516129,1068.0,4.838709677419355,4.838709677419355,8.548387096774194,0.7741935483870968,30.0,38.70967741935484,108.0,307.1296296296296,0.5555555555555556,2.212962962962963,2.962962962962963,86.0,18.51851851851852,74.74913549385471,0.017391304347826087,4.426086956521739,7353.304347826087,1974.1739130434783,0.28440366972477066,139.0
PRV51089,0,18.0,9833.333333333334,1068.0,5.166666666666667,5.166666666666667,8.444444444444445,0.9444444444444444,18.0,61.111111111111114,210.0,256.6666666666667,2.5714285714285716,1.3952380952380952,2.657142857142857,179.0,31.428571428571427,71.68684268128708,0.01015228426395939,4.385786802030457,6220.05076142132,1891.1675126903554,0.08530805687203792,228.0
PRV51090,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,832.8571428571429,8.571428571428571,5.714285714285714,2.4285714285714284,7.0,42.857142857142854,72.2507089077931,0.0,4.285714285714286,714.2857142857143,2831.4285714285716,0.0,7.0
PRV51091,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,210.6818181818182,1.8181818181818181,0.9318181818181818,3.090909090909091,44.0,43.18181818181818,69.44969199178645,0.022727272727272728,4.5,7451.363636363636,2429.090909090909,0.0,44.0
PRV51093,0,2.0,5500.0,1068.0,6.0,6.0,9.0,1.0,2.0,50.0,7.0,387.14285714285717,0.0,0.14285714285714285,2.5714285714285716,7.0,71.42857142857143,76.13080842649632,0.0,4.666666666666667,4688.888888888889,900.0,0.25,9.0
PRV51096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,640.0,20.0,4.0,1.6,5.0,60.0,85.46584531143053,0.0,4.8,4800.0,3372.0,0.0,5.0
PRV51097,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,355.36,1.84,1.744,2.584,71.0,0.8,70.36477041578699,0.0,3.676056338028169,3007.605633802817,2551.6901408450703,0.0,125.0
PRV51098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,0.0,0.0,3.25,4.0,50.0,82.37577002053388,0.0,6.0,15500.0,2297.5,0.0,4.0
PRV51100,0,5.0,15600.0,1068.0,6.0,6.0,8.6,0.8,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.08501026694044,0.2,3.6,15738.0,742.0,5.0,5.0
PRV51101,0,3.0,5533.333333333333,1068.0,3.3333333333333335,3.3333333333333335,7.333333333333333,0.3333333333333333,3.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.61259411362081,0.0,6.333333333333333,9200.0,173.33333333333334,3.0,3.0
PRV51102,0,12.0,12333.333333333334,1068.0,4.0,4.0,8.333333333333334,0.9166666666666666,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.22730383921349,0.0,4.636363636363637,14818.181818181818,697.2727272727273,12.0,12.0
PRV51103,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,73.33333333333333,10.0,0.0,1.3333333333333333,4.0,33.33333333333333,74.62628336755647,0.0,7.25,2000.0,1182.5,0.0,6.0
PRV51104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,158.33333333333334,9.166666666666666,1.1666666666666667,2.3333333333333335,9.0,16.666666666666664,77.25058939843333,0.0,4.777777777777778,3666.6666666666665,1504.4444444444443,0.0,12.0
PRV51105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,545.0,0.0,3.3333333333333335,2.3333333333333335,12.0,16.666666666666664,76.56171571982661,0.0,5.083333333333333,8048.333333333333,4275.0,0.0,12.0
PRV51108,0,19.0,8210.526315789473,1068.0,5.2631578947368425,5.2631578947368425,7.578947368421052,0.3157894736842105,19.0,31.57894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.43820022335099,0.0,5.947368421052632,13471.052631578947,2044.2105263157894,19.0,19.0
PRV51109,0,3.0,6000.0,1068.0,6.333333333333333,6.333333333333333,8.666666666666666,1.3333333333333333,3.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.69358886607346,0.0,8.333333333333334,7833.333333333333,1070.0,3.0,3.0
PRV51110,0,5.0,5400.0,1068.0,10.2,10.2,9.4,0.8,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.15222450376454,0.0,5.6,5456.0,1188.0,5.0,5.0
PRV51111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,415.6060606060606,1.5151515151515151,2.462121212121212,2.840909090909091,85.0,3.0303030303030303,72.97322542980231,0.0,4.305882352941176,3469.176470588235,2663.294117647059,0.0,132.0
PRV51112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,346.2171052631579,2.664473684210526,1.8453947368421053,2.651315789473684,195.0,2.302631578947368,71.15045192088313,0.015384615384615385,4.133333333333334,4497.589743589743,2387.846153846154,0.0,304.0
PRV51113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,351.43939393939394,4.166666666666667,1.5454545454545454,2.75,78.0,1.5151515151515151,72.90271854542902,0.01282051282051282,3.8974358974358974,2968.7179487179487,1835.3846153846155,0.0,132.0
PRV51114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,292.82442748091603,2.1374045801526718,1.1984732824427482,2.4732824427480917,160.0,1.9083969465648856,70.81050650239561,0.0125,4.23125,3532.3125,2071.875,0.0,262.0
PRV51115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,140.0,2.857142857142857,0.0,1.8571428571428572,6.0,42.857142857142854,72.98608259183207,0.0,4.5,4833.333333333333,1721.6666666666667,0.0,7.0
PRV51117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,162.5,0.0,1.75,2.3333333333333335,10.0,33.33333333333333,67.90034223134839,0.0,5.8,6450.0,4926.0,0.0,12.0
PRV51118,0,16.0,8500.0,1068.0,4.25,4.25,7.8125,0.875,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.58401779603011,0.0,5.0625,21635.0,7256.25,16.0,16.0
PRV51119,1,94.0,10478.72340425532,1068.0,5.968085106382978,5.9787234042553195,8.01063829787234,0.776595744680851,81.0,8.51063829787234,1.0,95580.0,865.0,13.0,10.0,1.0,100.0,75.19929694695836,0.012345679012345678,5.1234567901234565,18585.802469135804,3007.1604938271603,47.0,95.0
PRV51120,0,7.0,7428.571428571428,1068.0,4.142857142857143,4.142857142857143,9.142857142857142,0.7142857142857143,7.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.405690818421824,0.0,5.0,13302.857142857143,470.0,7.0,7.0
PRV51121,0,6.0,13500.0,1068.0,6.5,6.5,7.666666666666667,0.8333333333333334,6.0,50.0,1.0,80.0,0.0,0.0,1.0,1.0,100.0,66.69091620220983,0.14285714285714285,4.428571428571429,16607.14285714286,5070.0,3.0,7.0
PRV51122,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,160.0,0.0,0.0,2.0,7.0,100.0,67.07265082624426,0.0,2.857142857142857,1005.7142857142857,3861.4285714285716,0.0,7.0
PRV51123,0,2.0,4500.0,1068.0,2.5,2.5,9.0,0.5,2.0,100.0,29.0,617.5862068965517,1.3793103448275863,2.4827586206896552,3.1379310344827585,28.0,65.51724137931035,69.93526938496139,0.0,4.142857142857143,2752.5,3357.5,0.06666666666666667,31.0
PRV51125,0,12.0,9166.666666666666,1068.0,4.333333333333333,4.333333333333333,8.5,0.8333333333333334,12.0,100.0,36.0,591.9444444444445,7.777777777777778,1.8611111111111112,2.2222222222222223,20.0,69.44444444444444,69.15400410677618,0.0,4.09375,6405.625,1442.1875,0.32432432432432434,48.0
